Date,State,Town,Longitude,Latitude,Sighting
10/18/17,IN,New Castle,-85.4,40,1
10/18/17,MA,Yarmouth,-70.2,41.6,1
10/18/17,FL,Mount Dora,-81.6,28.8,2
10/18/17,NC,Cherokee,-83.3,35.6,1
10/18/17,ON,Burlington,-79.8,43.4,1
10/18/17,MO,Columbia,-92.2,38.9,1
10/18/17,TN,Gatlinburg,-83.4,35.6,2
10/18/17,NC,Canton,-82.8,35.3,35
10/18/17,TX,Dallas,-96.8,33,1
10/18/17,IN,Indianapolis,-86.3,39.9,1
10/18/17,TX,Austin,-97.8,30.3,4
10/18/17,NJ,Bloomfield,-74.2,40.8,1
10/18/17,NY,New York,-74,40.7,12
10/18/17,TX,Port Lavaca,-96.6,28.6,1
10/18/17,MD,Taylors Island,-76.3,38.5,2
10/18/17,TX,Round Rock,-97.7,30.5,1
10/18/17,ON,Mitchell,-81.2,43.5,1
10/18/17,NY,Cornwallville,-74.1,42.4,5
10/18/17,OK,Owasso,-95.9,36.3,6
10/18/17,SC,North Myrtle Beach,-78.7,33.8,25
10/18/17,TX,Menard,-99.7,30.7,50
10/18/17,TX,Harper,-99.3,30.3,2
10/18/17,NC,Raleigh,-78.8,35.7,5
10/18/17,TX,Keller,-97.2,32.9,4
10/18/17,ON,Kingston,-76.5,44.2,9
10/18/17,TX,Round Rock,-97.7,30.5,1
10/18/17,NM,Alamogordo,-106,32.9,2
10/18/17,COA,Saltillo,-101,25.4,3
10/18/17,COA,Saltillo,-101,25.4,1
10/18/17,COA,Cd AcuÃ±a,-101,29.3,15
10/18/17,NLE,Cd Apodaca,-100.2,25.7,10
10/18/17,NLE,Santiago,-100.2,25.4,6
10/18/17,TAM,Heroica Matamoros,-97.5,25.9,2
10/18/17,ON,Perth,-76.2,44.9,1
10/18/17,MD,Rockville,-77.2,39.1,2
10/18/17,MD,Huntingtown,-76.7,38.6,1
10/18/17,MD,Huntingtown,-76.6,38.6,1
10/18/17,MD,Prince Frederick,-76.6,38.5,1
10/18/17,MD,Port Republic,-76.5,38.5,1
10/18/17,MD,Saint Leonard,-76.5,38.5,3
10/17/17,MD,Frostburg,-78.9,39.7,10
10/17/17,TX,Little Elm,-96.9,33.2,1
10/17/17,ON,Lakeshore,-82.9,42.2,2
10/17/17,TX,Flower Mound,-97,33,2
10/17/17,TX,Lewisville,-97,33,4
10/17/17,IL,Evanston,-87.7,42.1,3
10/17/17,TX,Dallas,-96.8,32.9,2
10/17/17,ON,Orillia,-79.5,44.6,1
10/17/17,IL,Roscoe,-89,42.4,1
10/17/17,ON,Blackstock,-78.8,44.1,1
10/17/17,OK,Broken Arrow,-95.8,36,3
10/17/17,TX,McKinney,-96.7,33.2,1
10/17/17,PA,Flourtown,-75.2,40.1,1
10/17/17,TX,North Richland Hills,-97.2,32.8,1
10/17/17,MI,Alabaster Bike Path,-83.5,44.3,2
10/17/17,NY,Cato,-76.6,43.2,1
10/17/17,ON,Ajax,-79,43.8,10
10/17/17,MI,Harrisville,-83.3,44.7,5
10/17/17,MN,Saint Paul,-93.1,44.9,1
10/17/17,IN,Frankfort,-86.5,40.3,1
10/17/17,NC,Asheville,-82.6,35.6,1
10/17/17,OK,Tulsa,-96,36.1,1
10/17/17,MO,Joplin,-94.5,37,2
10/17/17,ON,Haliburton,-78.7,45.2,1
10/17/17,OK,Edmond,-97.5,35.7,1
10/17/17,NH,Keene,-72.3,42.9,1
10/17/17,TX,Boerne,-98.6,29.9,1
10/17/17,TX,Dallas,-96.9,32.7,13
10/17/17,MI,Kalamazoo,-85.6,42.3,1
10/17/17,TX,Menard,-99.8,30.9,25
10/17/17,GUA,SolÃ­s,-100.7,20,11
10/17/17,IN,Newburgh,-87.4,37.9,3
10/17/17,WI,Mequon,-88,43.2,2
10/17/17,VA,Mechanicsville,-77.2,37.6,1
10/17/17,TX,Little Elm,-96.9,33.2,2
10/17/17,ON,Mitchell,-81,43.4,3
10/17/17,OK,Collinsville,-95.9,36.4,1
10/17/17,ON,Grimsby,-79.6,43.2,3
10/17/17,IN,Bloomington,-86.5,39.2,4
10/17/17,WI,New Richmond,-92.6,45.1,1
10/17/17,OK,Oklahoma City,-97.6,35.6,2
10/17/17,PA,Connellsville,-79.6,40,13
10/17/17,MO,Garden City,-94.2,38.6,1
10/17/17,VA,Virginia Beach,-76.1,36.8,1
10/17/17,NC,Apex,-78.8,35.7,1
10/17/17,MA,Falmouth,-70.5,41.6,1
10/17/17,NJ,Ocean City,-74.6,39.3,2
10/17/17,TX,Canyon Lake,-98.2,29.8,9
10/17/17,AR,Hot Springs,-93,34.5,1
10/17/17,CA,San Diego,-117.1,32.7,4
10/17/17,TX,Cooper,-95.7,33.4,1
10/17/17,MD,Middletown,-77.6,39.4,1
10/17/17,PA,State College,-77.9,40.9,1
10/17/17,GA,Waycross,-82.4,31.2,2
10/17/17,IL,Northbrook,-87.8,42.1,2
10/17/17,FL,Destin,-86.5,30.4,1
10/17/17,OK,Marlow,-98,34.6,21
10/17/17,WI,Madison,-89.4,43.1,2
10/17/17,TX,La Grange,-96.8,29.8,5
10/17/17,TX,Leander,-97.9,30.5,3
10/17/17,ON,Markham,-79.3,43.9,1
10/17/17,PA,Henryville,-75.2,41.1,3
10/17/17,TX,Dallas,-96.8,33,3
10/17/17,OH,Saint Louisville,-82.4,40.2,1
10/17/17,VA,Henrico,-77.5,37.6,1
10/17/17,OH,Cincinnati,-84.6,39.1,1
10/17/17,IA,Marshalltown,-92.9,42,2
10/17/17,IN,Fort Wayne,-85.1,41,1
10/17/17,OH,Rockbridge,-82.5,39.6,2
10/17/17,ON,Burlington,-79.8,43.3,29
10/17/17,MN,Thief River Falls,-96.4,48.1,1
10/17/17,TX,Plainview,-101.7,34.2,1
10/17/17,MI,East Tawas,-83.4,44.3,1
10/17/17,OH,Mason,-84.3,39.4,3
10/17/17,OH,Cincinnati,-84.5,39.2,1
10/17/17,OH,Mason,-84.3,39.4,8
10/17/17,OH,Centerville,-84.1,39.6,2
10/17/17,NC,Gastonia,-81.2,35.2,1
10/17/17,MO,Springfield,-93.3,37.2,2
10/17/17,TN,Johnson City,-82.4,36.3,1
10/17/17,VT,Benson,-73.3,43.7,1
10/17/17,DE,Lincoln,-75.5,38.9,2
10/17/17,PA,Norristown,-75.3,40.2,3
10/17/17,MD,Tracys Landing,-76.6,38.8,5
10/17/17,NY,Fredonia,-79.3,42.4,5
10/17/17,CT,Madison,-72.6,41.3,1
10/17/17,MO,Dora,-92.2,36.8,1
10/17/17,OH,Oxford,-84.7,39.5,6
10/17/17,OH,Athens,-82,39.3,1
10/17/17,IL,Wilmette,-87.7,42.1,3
10/17/17,WV,Morgantown,-79.9,39.6,2
10/17/17,OH,Fremont,-83.1,41.4,1
10/17/17,IN,Indianapolis,-86,39.9,1
10/17/17,IN,New Castle,-85.4,39.9,2
10/17/17,CA,Novato,-122.6,38.1,1
10/17/17,MD,Frederick,-77.4,39.4,2
10/17/17,NY,Indian Lake,-74.3,43.8,1
10/17/17,OH,Warren,-80.8,41.2,1
10/17/17,PA,Edgmont,-75.5,40,1
10/17/17,OK,Owasso,-95.8,36.3,1
10/17/17,AL,Dauphin Island,-88.1,30.3,30
10/17/17,GA,Athens,-83.4,33.9,3
10/17/17,ON,Aurora,-79.5,44,1
10/17/17,TX,Euless,-97.1,32.8,8
10/17/17,SD,Britton,-97.6,45.8,1
10/17/17,PA,Leeper,-79.3,41.4,1
10/17/17,TX,Austin,-97.8,30.3,3
10/17/17,TX,Round Rock,-97.7,30.5,1
10/17/17,TN,Murfreesboro,-86.4,35.9,1
10/17/17,OK,Edmond,-97.5,35.7,5
10/17/17,IL,Northbrook,-87.8,42.1,1
10/17/17,NLE,Santa Catarina,-100.5,25.7,1
10/17/17,VA,Roanoke,-80,37.3,1
10/17/17,NY,Durhamville,-75.7,43.1,12
10/17/17,MD,Rockville,-77.2,39.1,2
10/17/17,MD,Saint Leonard,-76.5,38.4,1
10/17/17,OK,Edmond,-97.5,35.7,1
10/17/17,NJ,Princeton,-74.7,40.4,2
10/17/17,AR,Little Rock,-92.5,34.7,1
10/17/17,OK,Eufaula,-95.5,35.2,1
10/17/17,TX,Austin,-97.8,30.4,2
10/16/17,LA,Breaux Bridge,-91.9,30.3,1
10/16/17,WI,Eau Claire,-91.5,44.8,2
10/16/17,GA,Grayson,-84,33.9,2
10/16/17,TX,Holman,-96.8,29.8,2
10/16/17,TX,Burnet,-98.2,30.8,1
10/16/17,PA,York,-76.7,39.9,1
10/16/17,TN,Soddy-Daisy,-85.2,35.2,3
10/16/17,TN,Soddy-Daisy,-85.2,35.2,1
10/16/17,TN,Soddy-Daisy,-85.2,35.2,1
10/16/17,TX,Fort Worth,-97.3,32.9,1
10/16/17,CO,Pueblo West,-104.8,38.4,1
10/16/17,TX,Gause,-96.7,30.7,1
10/16/17,GA,Decatur,-84.3,33.8,1
10/16/17,ON,Lakeshore,-82.9,42.2,1
10/16/17,WI,Mequon,-87.9,43.3,1
10/16/17,IL,Hinsdale,-87.9,41.8,3
10/16/17,IL,Chicago,-87.6,41.9,1
10/16/17,IN,Newburgh,-87.4,37.9,2
10/16/17,TX,Austin,-97.8,30.2,5
10/16/17,OK,Oklahoma City,-97.6,35.6,3
10/16/17,MD,Rockville,-77.1,39.1,10
10/16/17,OK,Tulsa,-96,36.1,7
10/16/17,ON,Hamilton,-79.9,43.3,2
10/16/17,TX,La Grange,-96.8,29.8,3
10/16/17,VA,Alexandria,-77,38.8,1
10/16/17,MN,South Haven,-94.2,45.2,1
10/16/17,MD,Burtonsville,-76.9,39.1,1
10/16/17,NY,Bay Shore,-73.2,40.6,15
10/16/17,TX,Austin,-97.8,30.3,5
10/16/17,ON,Chatham-Kent,-82.2,42.4,1
10/16/17,WI,Milwaukee,-87.9,43.1,1
10/16/17,TX,Weatherford,-97.7,32.8,2
10/16/17,IN,McCordsville,-85.9,39.9,1
10/16/17,KS,Belleville,-97.6,39.8,1
10/16/17,MO,Farmington,-90.4,37.7,1
10/16/17,VA,Blue Ridge,-79.7,37.4,1
10/16/17,ON,Toronto,-79.5,43.6,2
10/16/17,MD,Ridgely,-75.9,39,1
10/16/17,GA,Athens,-83.4,33.9,7
10/16/17,MN,Rosemount,-93.1,44.7,1
10/16/17,IL,Ivesdale,-88.5,39.9,1
10/16/17,WI,Madison,-89.4,43.1,2
10/16/17,WI,Middleton,-89.5,43.1,1
10/16/17,TX,Dallas,-96.8,32.9,1
10/16/17,TX,Corpus Christi,-97.4,27.8,1
10/16/17,CA,Mountain View,-122.1,37.4,1
10/16/17,MD,Milford Mill,-76.8,39.4,1
10/16/17,KY,Paducah,-88.7,37.1,1
10/16/17,FL,Destin,-86.4,30.4,1
10/16/17,KS,Topeka,-95.7,39,1
10/16/17,TX,Dublin,-98.4,32.1,10
10/16/17,SC,Greer,-82.2,34.9,1
10/16/17,IL,Chicago,-87.9,42,1
10/16/17,TN,Ramer,-88.6,35,2
10/16/17,KY,Winchester,-84.3,37.9,1
10/16/17,ON,Jarvis,-79.9,43,1
10/16/17,OK,The Village,-97.6,35.6,1
10/16/17,MA,Wenham,-70.9,42.6,1
10/16/17,NY,Saugerties,-74,42,2
10/16/17,TX,College Station,-96.3,30.6,2
10/16/17,OK,Tulsa,-95.9,36.2,1
10/16/17,VT,Middlesex,-72.6,44.3,1
10/16/17,OH,Nelsonville,-82.2,39.4,2
10/16/17,ON,Toronto,-79.5,43.7,3
10/16/17,GA,Statham,-83.6,34,2
10/16/17,TX,Bedford,-97.1,32.9,2
10/16/17,MI,Holland,-86.1,42.7,1
10/16/17,TX,Round Rock,-97.7,30.5,1
10/16/17,KS,Olathe,-94.8,38.8,3
10/16/17,MO,Columbia,-92.3,38.9,3
10/16/17,TX,Keller,-97.2,32.9,5
10/16/17,NC,Greensboro,-79.8,36.1,7
10/16/17,TX,Round Rock,-97.7,30.5,1
10/15/17,MO,Smithville,-94.5,39.4,15
10/15/17,OK,Norman,-97.4,35.2,1
10/15/17,OK,Tulsa,-96,36.2,1
10/15/17,PA,Elizabethtown,-76.6,40.2,1
10/15/17,KY,Lexington,-84.5,38.1,1
10/15/17,WV,Glenville,-80.8,38.9,7
10/15/17,ON,Toronto,-79.5,43.6,1
10/15/17,MI,Trenton,-83.2,42.1,2
10/15/17,PA,Connellsville,-79.6,40,1
10/15/17,TX,San Antonio,-98.7,29.5,1
10/15/17,TX,Rosenberg,-95.7,29.5,2
10/15/17,NJ,Jackson,-74.4,40.1,1
10/15/17,TN,Chapmansboro,-87.2,36.4,1
10/15/17,ON,Burlington,-79.8,43.3,4
10/15/17,GA,Clayton,-83.3,34.9,15
10/15/17,PA,Collegeville,-75.5,40.2,1
10/15/17,PA,Hershey,-76.7,40.3,1
10/15/17,PA,Bally,-75.6,40.4,1
10/15/17,GA,Atlanta,-84.2,33.9,2
10/15/17,NJ,Galloway,-74.5,39.5,2
10/15/17,ON,Lincoln,-79.5,43.2,1
10/15/17,SC,Saint Helena Island,-80.4,32.4,1
10/15/17,VA,Manassas,-77.5,38.8,1
10/15/17,VA,Leesburg,-77.6,39.1,3
10/15/17,VA,Nokesville,-77.5,38.7,2
10/15/17,PA,LEWISBURG,-77,40.9,2
10/15/17,GA,Demorest,-83.6,34.6,40
10/15/17,NC,Flat Rock,-82.4,35.3,3
10/15/17,NJ,Jackson,-74.4,40.1,3
10/15/17,TX,Argyle,-97.1,33.1,2
10/15/17,TX,Austin,-97.8,30.3,5
10/15/17,ON,Whitby,-79,43.8,12
10/15/17,MD,Towson,-76.6,39.4,1
10/15/17,PA,State College,-77.8,40.8,15
10/15/17,TX,Ferris,-96.7,32.5,2
10/15/17,OK,Tulsa,-96,36.1,4
10/15/17,PA,Perkasie,-75.3,40.4,1
10/15/17,VA,Leesburg,-77.6,39.1,6
10/15/17,MD,Ijamsville,-77.3,39.4,6
10/15/17,PA,Orrstown,-77.7,40.1,1
10/15/17,NC,Apex,-78.8,35.7,1
10/15/17,SC,Hilton Head Island,-80.8,32.2,3
10/15/17,CA,San Francisco,-122.5,37.8,1
10/15/17,PA,Perkasie,-75.3,40.4,1
10/15/17,TX,McKinney,-96.7,33.2,1
10/15/17,NY,Kingston,-74,42,2
10/15/17,PA,Watsontown,-76.9,41.1,4
10/15/17,PA,Stroudsburg,-75.2,41,1
10/15/17,TX,Bryan,-96.4,30.7,3
10/15/17,NJ,Morristown,-74.5,40.8,3
10/15/17,TX,Carrollton,-96.9,33,6
10/15/17,VA,Marshall,-77.9,38.8,4
10/15/17,ON,Lakeshore,-82.9,42.2,1
10/15/17,MD,Laurel,-76.8,39.1,2
10/15/17,MD,Montgomery Village,-77.2,39.2,8
10/15/17,MD,Laurel,-76.8,39.1,2
10/15/17,OK,Tulsa,-96,36.2,3
10/15/17,OK,Norman,-97.4,35.2,1
10/15/17,TX,La Grange,-96.8,29.8,1
10/15/17,NY,Bay Shore,-73.2,40.6,1
10/15/17,OK,Oklahoma City,-97.6,35.6,2
10/15/17,OK,Tulsa,-96,36.1,4
10/15/17,ON,Perth,-76.2,44.8,1
10/15/17,PA,Mount Union,-77.9,40.3,10
10/15/17,TN,Goodlettsville,-86.7,36.3,2
10/15/17,NH,Canaan,-72,43.6,1
10/15/17,OH,Rockbridge,-82.5,39.6,2
10/15/17,GA,Marietta,-84.5,34,1
10/15/17,PA,Fort Washington,-75.2,40.1,2
10/15/17,MA,Williamstown,-73.2,42.7,1
10/15/17,PA,State College,-77.9,40.8,8
10/15/17,MO,Kirkwood,-90.4,38.6,8
10/15/17,VA,Gainesville,-77.6,38.8,5
10/15/17,CT,Harwinton,-73.1,41.8,1
10/15/17,CA,Mountain View,-122.1,37.4,2
10/15/17,TX,Menard,-99.7,30.7,1
10/15/17,CA,San Luis Obispo,-120.7,35.3,7
10/15/17,KS,Belleville,-97.6,39.8,3
10/15/17,VA,Burke,-77.3,38.8,1
10/15/17,NY,Glenmont,-73.8,42.6,1
10/15/17,VA,Springfield,-77.2,38.8,15
10/15/17,VA,Springfield,-77.3,38.8,10
10/15/17,MD,Silver Spring,-77,39.1,10
10/15/17,TX,Eagle Pass,-100.5,28.7,44
10/15/17,ON,Caledon,-79.9,43.7,1
10/15/17,NY,Melrose,-73.6,42.8,1
10/15/17,TX,Dublin,-98.4,32.1,5
10/15/17,MD,Pasadena,-76.5,39.1,2
10/15/17,PA,Ambler,-75.2,40.2,2
10/15/17,ON,Hamilton,-79.9,43.3,2
10/15/17,PA,York,-76.7,39.9,1
10/15/17,TX,Pipe Creek,-98.9,29.7,1
10/15/17,VA,Arlington,-77.1,38.9,4
10/15/17,MD,Fallston,-76.4,39.5,1
10/15/17,FL,Gainesville,-82.4,29.7,1
10/15/17,GA,Bethlehem,-83.8,33.9,2
10/15/17,PA,Lancaster,-76.3,40,12
10/15/17,NC,Hendersonville,-82.5,35.3,1
10/15/17,NC,Asheville,-82.6,35.5,1
10/15/17,NY,Prattsburgh,-77.4,42.5,6
10/15/17,PA,Pennsylvania Furnace,-77.9,40.7,1
10/15/17,TX,West Lake Hills,-97.8,30.3,2
10/15/17,MD,Annapolis,-76.5,39,8
10/15/17,TX,Austin,-97.8,30.2,5
10/15/17,ON,Port Colborne,-79.3,42.9,30
10/15/17,MD,Rockville,-77.2,39.1,8
10/15/17,PA,York,-76.7,40,24
10/15/17,TX,Little Elm,-96.9,33.2,4
10/15/17,KY,Louisville,-85.7,38.2,1
10/15/17,VA,Blue Ridge,-79.8,37.4,2
10/15/17,PA,New Bloomfield,-77.3,40.3,12
10/15/17,PA,Westfield,-77.5,41.9,2
10/15/17,MD,Kent Narrows,-76.2,39,1
10/15/17,KS,Lenexa,-94.7,39,1
10/15/17,MD,Bethesda,-77.1,39,4
10/15/17,OK,Tulsa,-96,36.2,3
10/15/17,NY,Erieville,-75.7,42.9,4
10/15/17,OK,Stillwater,-97,36,2
10/15/17,MD,Middletown,-77.5,39.4,36
10/15/17,VA,Fairfax,-77.4,38.8,1
10/15/17,NJ,Somerset,-74.5,40.5,1
10/15/17,TX,Denton,-97.1,33.2,1
10/15/17,VA,Evington,-79.3,37.2,3
10/15/17,PA,Dover,-76.8,40.1,6
10/15/17,PA,Eagles Mere,-76.6,41.4,1
10/15/17,PA,Tamaqua,-76,40.8,1
10/15/17,MO,California,-92.5,38.6,2
10/15/17,VA,Alexandria,-77.1,38.7,1
10/15/17,NY,Tupper Lake,-74.4,44.2,1
10/15/17,MD,Bethesda,-77.1,39,6
10/15/17,NY,High Falls,-74.1,41.8,1
10/15/17,PA,York,-76.7,40,9
10/15/17,MO,Jefferson City,-92.2,38.6,1
10/15/17,VT,Putney,-72.5,43.1,2
10/15/17,PA,Clairton,-79.9,40.3,1
10/15/17,MD,Silver Spring,-77,39,1
10/15/17,GA,Atlanta,-84.4,33.7,6
10/15/17,NJ,Sea Girt,-74,40.1,5
10/15/17,NC,Asheville,-82.5,35.6,1
10/15/17,NY,Brooklyn Botanic Garden,-73.9,40.7,1
10/15/17,TX,Keller,-97.2,32.9,6
10/15/17,NY,Honeoye Falls,-77.6,43,1
10/15/17,PA,Camp Hill,-76.9,40.2,1
10/15/17,TX,Round Rock,-97.7,30.5,1
10/15/17,TX,Round Rock,-97.7,30.5,3
10/15/17,MD,Silver Spring,-77,39,1
10/15/17,NLE,Monterrey,-100.3,25.7,1
10/15/17,TN,Nunnelly,-87.5,35.9,1
10/15/17,MD,Port Republic,-76.5,38.5,15
10/15/17,MD,Prince Frederick,-76.5,38.5,1
10/15/17,MD,Port Republic,-76.5,38.5,1
10/15/17,PA,Orrstown,-77.7,40.1,1
10/15/17,PA,New Cumberland,-76.9,40.2,9
10/14/17,OK,Edmond,-97.4,35.6,1
10/14/17,PA,Center Valley,-75.4,40.5,1
10/14/17,OK,Eufaula,-95.5,35.2,1
10/14/17,ON,Windsor,-82.9,42.3,2
10/14/17,NL,Garcia,-100.4,25.8,1
10/14/17,NLE,Villas del Poniente,-100.4,25.8,2
10/14/17,MN,Afton,-92.8,44.9,1
10/14/17,MO,Smithville,-94.5,39.4,2
10/14/17,ON,Niagara-on-the-Lake,-79.1,43.3,1
10/14/17,TX,Marble Falls,-98.2,30.6,1
10/14/17,TX,Dallas,-96.7,32.8,5
10/14/17,TX,San Antonio,-98.8,29.5,6
10/14/17,OH,Cleveland,-81.6,41.5,4
10/14/17,OK,Tulsa,-96,36.1,4
10/14/17,TX,McKinney,-96.7,33.2,1
10/14/17,OH,Hilliard,-83.2,40,1
10/14/17,MD,New Carrollton,-76.9,39,2
10/14/17,TX,Lytle,-98.8,29.2,11
10/14/17,VA,Amherst,-79.1,37.6,2
10/14/17,KS,Kansas City,-94.6,39.1,1
10/14/17,TN,Jonesborough,-82.5,36.3,4
10/14/17,TX,Little Elm,-96.9,33.2,4
10/14/17,TX,Cherokee,-98.7,31,4
10/14/17,OH,Cincinnati,-84.5,39.1,1
10/14/17,TX,Austin,-97.7,30.4,1
10/14/17,OK,Tulsa,-96,36.1,6
10/14/17,TX,Cherokee,-98.7,31,5
10/14/17,GA,Cartersville,-84.8,34.2,1
10/14/17,CT,Stratford,-73.1,41.2,7
10/14/17,AR,Maumelle,-92.4,34.9,1
10/14/17,TX,Plano,-96.8,33.1,25
10/14/17,IL,Moline,-90.5,41.5,1
10/14/17,TX,Driftwood,-98,30.1,2
10/14/17,TX,Fort Worth,-97.4,32.6,5
10/14/17,KS,Lenexa,-94.7,39,1
10/14/17,ON,Kingston,-76.5,44.2,2
10/14/17,MO,Pacific,-90.7,38.4,8
10/14/17,NJ,Monmouth Beach,-74,40.3,2
10/14/17,NY,Indian Lake,-74.3,43.8,1
10/14/17,TX,Amarillo,-101.9,35.1,2
10/14/17,VA,Nokesville,-77.5,38.7,1
10/14/17,VA,Clifton,-77.4,38.8,8
10/14/17,GA,Atlanta,-84.2,33.9,1
10/14/17,MI,Trenton,-83.2,42.2,4
10/14/17,TX,Keller,-97.2,32.9,1
10/14/17,IN,Carmel,-86.1,40,1
10/14/17,ON,Toronto,-79.5,43.6,17
10/14/17,ON,Toronto,-79.5,43.7,2
10/14/17,ON,Toronto,-79.5,43.7,1
10/14/17,VA,Leesburg,-77.6,39.1,3
10/14/17,OH,Pickerington,-82.8,39.9,1
10/14/17,MD,Sandy Spring,-77,39.1,2
10/14/17,ON,Newcastle,-78.6,43.9,50
10/14/17,OH,Minster,-84.3,40.4,1
10/14/17,TN,Nashville,-86.8,36.2,2
10/14/17,MA,Springfield,-72.6,42.1,4
10/14/17,NY,Lake Katrine,-74,42,2
10/14/17,VA,Wintergreen Resort,-78.9,37.9,1
10/14/17,KS,Lenexa,-94.7,39,2
10/14/17,OK,Edmond,-97.4,35.6,1
10/14/17,TX,Cherokee,-98.7,31,4
10/14/17,OH,Bluffton,-83.9,40.9,4
10/14/17,PA,Pennsylvania Furnace,-77.9,40.7,6
10/14/17,IN,Lowell,-87.4,41.3,3
10/14/17,TX,Austin,-97.9,30.2,30
10/14/17,TX,The Colony,-96.9,33.1,1
10/14/17,OK,Tulsa,-96,36.2,15
10/14/17,OH,Hudson,-81.4,41.3,3
10/14/17,OK,Edmond,-97.4,35.6,1
10/14/17,MO,Farmington,-90.4,37.8,5
10/14/17,NY,Hornell,-77.7,42.2,11
10/14/17,AR,Hot Springs,-93.1,34.5,1
10/14/17,GA,Atlanta,-84.2,33.9,1
10/14/17,ON,Stratford,-81,43.4,1
10/14/17,TX,Fort Worth,-97.2,32.6,1
10/14/17,OK,Tulsa,-96,36.1,6
10/14/17,OK,Edmond,-97.5,35.7,10
10/14/17,OK,Oklahoma City,-97.6,35.6,10
10/14/17,ON,Ajax,-79,43.8,22
10/14/17,LA,Baton Rouge,-91,30.4,1
10/14/17,MO,Kirkwood,-90.4,38.6,5
10/14/17,VT,East Haven,-71.9,44.7,1
10/14/17,MD,Glen Burnie,-76.6,39.2,1
10/14/17,VT,Newbury,-72,44.1,1
10/14/17,TX,Mount Pleasant,-95,33.2,2
10/14/17,VA,Gainesville,-77.6,38.8,2
10/14/17,PA,Uniontown,-79.7,39.9,6
10/14/17,TX,Springtown,-97.6,33,30
10/14/17,OK,Edmond,-97.5,35.6,2
10/14/17,ON,Hamilton,-79.9,43.2,3
10/14/17,TN,Oak Ridge,-84.2,36,3
10/14/17,ON,Port Perry,-79,44.1,5
10/14/17,ON,Chatham-Kent,-82.2,42.4,2
10/14/17,OK,Woodward,-99.4,36.4,1
10/14/17,VT,Hartford,-72.3,43.7,1
10/14/17,KS,Andover,-97.1,37.7,10
10/14/17,LA,Gretna,-90.1,29.9,3
10/14/17,GA,Marietta,-84.5,34,1
10/14/17,OK,Norman,-97.5,35.2,5
10/14/17,NY,Arcade,-78.4,42.6,2
10/14/17,OH,Homerville,-82.1,41,6
10/14/17,KY,Covington,-84.5,39,1
10/14/17,NY,Melrose,-73.6,42.8,1
10/14/17,WV,Shinnston,-80.3,39.4,1
10/14/17,MD,Silver Spring,-77,39.1,1
10/14/17,VT,Newbury,-72.1,44.1,1
10/14/17,TX,Austin,-97.7,30.5,3
10/14/17,FL,Ocala,-82.1,29.1,1
10/14/17,OK,Tulsa,-96,36.1,40
10/14/17,VT,Randolph,-72.6,43.9,20
10/14/17,IN,Newburgh,-87.4,37.9,4
10/14/17,WV,Morgantown,-80,39.6,10
10/14/17,IL,North Utica,-89,41.4,1
10/14/17,MD,Westminster,-77.1,39.7,6
10/14/17,GA,Lakemont,-83.4,34.8,4
10/14/17,IN,Shelburn,-87.3,39.2,4
10/14/17,OK,Nichols Hills,-97.5,35.5,2
10/14/17,ON,Mitchell,-81,43.4,1
10/14/17,NY,Liverpool,-76.2,43.1,1
10/14/17,PA,Wellsboro,-77.2,41.7,2
10/14/17,OK,Tulsa,-96,36.1,5
10/14/17,TN,Pleasant View,-87.1,36.4,1
10/14/17,VA,Leesburg,-77.6,39.1,3
10/14/17,IN,Marion,-85.7,40.5,1
10/14/17,TX,Keller,-97.2,32.9,2
10/14/17,TX,Granbury,-97.8,32.4,12
10/14/17,TX,Spring,-95.5,30,5
10/14/17,IN,West Point,-87,40.3,5
10/14/17,NY,Tappan,-73.9,41,1
10/14/17,TX,Ferris,-96.7,32.5,1
10/14/17,MD,Elkton,-75.9,39.5,2
10/14/17,FL,Jacksonville,-81.5,30.4,2
10/14/17,NC,Canton,-83,35.3,7
10/14/17,ON,Windsor,-82.9,42.2,14
10/14/17,NJ,Morristown,-74.5,40.8,3
10/14/17,TX,Live Oak,-98.3,29.6,10
10/14/17,KS,Great Bend,-98.7,38.3,3
10/14/17,ME,Strong,-70.2,44.8,1
10/14/17,NY,Tioga,-76.3,42.1,1
10/14/17,TN,Knoxville,-84.2,35.9,1
10/14/17,TX,Dripping Springs,-98.1,30.3,3
10/14/17,OK,Broken Bow,-94.7,34.1,2
10/14/17,TX,Austin,-97.9,30.5,1
10/14/17,ON,King City,-79.6,44.1,1
10/14/17,KY,Mayfield,-88.7,36.7,2
10/14/17,TX,Dublin,-98.4,32.1,20
10/14/17,TX,Dublin,-98.3,32.1,3
10/14/17,OK,Tulsa,-96,36.2,3
10/14/17,TX,Dallas,-96.7,32.8,8
10/14/17,IL,East Peoria,-89.5,40.7,1
10/14/17,NY,Barrytown,-73.8,42,1
10/14/17,TX,Carrollton,-96.9,33,1
10/14/17,PA,Somerset,-79.1,40.1,1
10/14/17,MO,St. Louis,-90.2,38.6,3
10/14/17,PA,Biglerville,-77.3,39.9,1
10/14/17,TX,West Lake Hills,-97.8,30.3,12
10/14/17,TN,Baxter,-85.6,36.2,2
10/14/17,MD,Rockville,-77.2,39.1,6
10/14/17,NY,Barrytown,-73.8,42,1
10/14/17,TN,Kodak,-83.7,36,6
10/14/17,KY,Louisville,-85.9,38.1,2
10/14/17,PA,Westfield,-77.5,41.9,5
