Date,State,Town,Longitude,Latitude,Sighting
08/18/17,ON,Toronto,-79.5,43.7,1
08/18/17,ON,Toronto,-79.4,43.7,1
08/18/17,MN,Minneapolis,-93.3,44.9,1
08/18/17,IL,Brookfield,-87.8,41.8,1
08/18/17,MI,Richmond,-82.8,42.8,1
08/18/17,NC,Pilot Mountain,-80.5,36.4,2
08/18/17,KS,Overland Park,-94.7,39,4
08/18/17,TX,Austin,-97.7,30.3,1
08/18/17,IA,Muscatine,-91,41.4,6
08/18/17,ON,Burlington,-79.8,43.3,1
08/18/17,ON,Pickering,-79.1,43.9,4
08/18/17,ON,Kitchener,-80.5,43.5,4
08/18/17,WA,Ashford,-121.7,46.8,1
08/18/17,AL,Fairhope,-87.9,30.5,2
08/18/17,NE,Agate Fossil Beds,-103.8,42.4,5
08/18/17,MD,Hagerstown,-77.7,39.7,1
08/18/17,OK,Mannford,-96.4,36.1,2
08/18/17,OK,Stillwater,-97.1,36.1,2
08/18/17,GA,Cartersville,-84.8,34.2,2
08/18/17,IA,Early,-95.2,42.4,1
08/18/17,MO,Carterville,-94.4,37.1,7
08/18/17,WI,Allenton,-88.4,43.4,2
08/18/17,MD,Cabin John,-77.2,39,1
08/18/17,QC,Morin-Heights,-74.2,45.9,2
08/18/17,KY,Goshen,-85.6,38.4,1
08/18/17,ND,Grand Forks,-97,47.9,1
08/18/17,CT,Killingly,-71.8,41.8,10
08/18/17,MD,Bethesda,-77.1,39,1
08/18/17,MD,Saint Leonard,-76.5,38.5,2
08/17/17,MD,Saint Leonard,-76.5,38.5,4
08/17/17,NC,Waxhaw,-80.7,35,1
08/17/17,NM,Santa Fe,-106.1,35.6,1
08/17/17,NJ,Leonia,-74,40.9,2
08/17/17,NJ,Hackensack,-74,40.9,1
08/17/17,MI,Midland,-84.3,43.6,1
08/17/17,CT,Seymour,-73.1,41.4,1
08/17/17,NC,Dobson,-80.7,36.4,4
08/17/17,CT,Clinton,-72.5,41.3,4
08/17/17,WI,Kaukauna,-88.2,44.4,1
08/17/17,ON,Halton Hills,-79.9,43.7,1
08/17/17,OK,Tulsa,-96.3,36.7,2
08/17/17,MD,Dundalk,-76.5,39.3,1
08/17/17,IN,Clarksville,-85.8,38.3,4
08/17/17,OK,Edmond,-97.5,35.7,2
08/17/17,VA,Pulaski,-80.8,37.1,1
08/17/17,WI,Ashwaubenon,-88.1,44.5,1
08/17/17,OH,Blacklick,-82.8,40,1
08/17/17,PA,Audubon,-75.4,40.1,1
08/17/17,OK,Tulsa,-96,36.1,1
08/17/17,OK,Enid,-97.9,36.4,2
08/17/17,IN,Newburgh,-87.4,37.9,2
08/17/17,NH,Intervale,-71.1,44.1,1
08/17/17,OK,Tulsa,-95.9,36.1,4
08/17/17,CA,Loomis,-121.2,38.8,1
08/17/17,OK,Oklahoma City,-97.5,35.5,1
08/17/17,TX,College Station,-96.3,30.6,2
08/17/17,MN,Saint Paul,-93.2,45,14
08/17/17,NJ,Dunellen,-74.5,40.6,2
08/17/17,OK,Edmond,-97.5,35.7,3
08/17/17,MI,Harrisville,-83.3,44.6,1
08/17/17,OK,Oklahoma City,-97.5,35.5,1
08/17/17,MB,Valley River,-100.1,51.2,1
08/17/17,NY,Indian Lake,-74.3,43.8,1
08/17/17,NY,Indian Lake,-74.3,43.8,1
08/17/17,NB,Newcastle Creek,-66,46.1,8
08/17/17,MD,Trappe,-76.1,38.7,1
08/17/17,NY,Bayside,-73.8,40.8,1
08/17/17,PA,Morrisville,-74.8,40.2,1
08/17/17,MN,Minneapolis,-93.3,44.9,1
08/17/17,MO,Camdenton,-92.8,38.1,1
08/17/17,TX,Bellaire,-95.5,29.7,1
08/17/17,NM,Santa Fe,-106.1,35.6,4
08/17/17,ON,Chatham-Kent,-82.2,42.4,2
08/17/17,VA,Newport News,-76.5,37.1,1
08/17/17,ON,Chatham-Kent,-82.4,42.3,3
08/17/17,QC,Pointe-Claire,-73.8,45.4,1
08/17/17,WI,West Bend,-88.2,43.4,1
08/17/17,OH,Steubenville,-80.7,40.4,1
08/17/17,OK,Tulsa,-95.9,36,1
08/17/17,PA,Newtown,-75,40.3,3
08/17/17,QC,Mont-Tremblant,-74.6,46.1,1
08/17/17,IL,Peoria,-89.6,40.8,2
08/17/17,IL,Galesburg,-90.3,40.9,1
08/17/17,IL,Galesburg,-90.4,40.9,1
08/17/17,IN,Frankfort,-86.4,40.2,9
08/17/17,RI,Middletown,-71.2,41.5,15
08/17/17,NJ,Allendale,-74.1,41,1
08/17/17,TX,Houston,-95.6,30,3
08/17/17,CA,San Pablo,-122.4,38,2
08/17/17,ON,Toronto,-79.5,43.7,1
08/17/17,IL,Morton,-89.5,40.6,2
08/17/17,VA,Arlington,-77.1,38.9,2
08/17/17,PA,Lansdale,-75.3,40.2,1
08/17/17,PA,North Wales,-75.3,40.2,1
08/17/17,ON,Burlington,-79.8,43.3,1
08/17/17,NB,,-66.6,45.9,2
08/17/17,OH,Maineville,-84.2,39.3,1
08/17/17,MO,Columbia,-92.5,39,2
08/17/17,PA,Palmyra,-76.6,40.3,3
08/17/17,ON,Waubaushene,-79.7,44.7,3
08/17/17,CO,Loveland,-105.1,40.4,1
08/17/17,IN,West Lafayette,-86.9,40.5,2
08/17/17,AR,Little Rock,-92.3,34.8,1
08/17/17,IL,Chicago,-87.7,42,1
08/16/17,IN,Newburgh,-87.4,37.9,2
08/16/17,IL,Moline,-90.5,41.5,1
08/16/17,NS,Church Point,-66.1,44.4,3
08/16/17,NC,Graham,-79.4,36.1,1
08/16/17,AL,Somerville,-86.8,34.5,3
08/16/17,NC,Winston-Salem,-80.3,36.1,1
08/16/17,NC,Winston-Salem,-80.3,36.1,1
08/16/17,NY,Tivoli,-73.8,42,2
08/16/17,MD,Annapolis,-76.5,38.9,1
08/16/17,MD,Dundalk,-76.5,39.3,1
08/16/17,NE,Bellevue,-95.9,41.1,1
08/16/17,WI,Freedom,-88.3,44.4,1
08/16/17,OK,Enid,-97.9,36.4,2
08/16/17,PA,Langhorne,-74.9,40.2,8
08/16/17,MN,Saint Paul,-93.1,44.9,2
08/16/17,IL,Crystal Lake,-88.4,42.2,1
08/16/17,OK,Tulsa,-95.9,36,1
08/16/17,WI,Appleton,-88.3,44.4,2
08/16/17,OK,Oklahoma City,-97.5,35.5,1
08/16/17,ON,Chatham-Kent,-82.2,42.4,2
08/16/17,OH,Cincinnati,-84.5,39.1,1
08/16/17,AL,Eufaula,-85.1,31.9,15
08/16/17,CA,Loomis,-121.2,38.8,1
08/16/17,ON,Leamington,-82.5,41.9,18
08/16/17,NS,Herring Cove,-63.6,44.5,2
08/16/17,NS,Duncans Cove,-63.5,44.5,4
08/16/17,NS,Halifax,-63.6,44.6,1
08/16/17,IL,Evanston,-87.7,42,2
08/16/17,ON,Chatham-Kent,-82.2,42.4,4
08/16/17,NJ,Dunellen,-74.5,40.6,1
08/16/17,MO,Miller,-93.7,37.2,1
08/16/17,MD,Middletown,-77.6,39.4,5
08/16/17,OH,Hudson,-81.4,41.2,2
08/16/17,OK,Tulsa,-95.9,36.1,2
08/16/17,MB,Valley River,-100.1,51.2,1
08/16/17,NB,Newcastle Creek,-66,46.1,7
08/16/17,NC,Gastonia,-81.1,35.2,1
08/16/17,OK,Oklahoma City,-97.5,35.5,1
08/16/17,PA,State College,-77.9,40.8,2
08/16/17,NM,San Antonio,-106.6,32.7,1
08/16/17,MA,Sandwich,-70.5,41.7,3
08/16/17,IA,Oakland,-95.4,41.3,6
08/16/17,MO,Roach,-92.8,38,1
08/16/17,KS,Holcomb,-101,38,2
08/16/17,PA,Fairfield,-77.4,39.8,1
08/16/17,NJ,Burlington,-74.9,40.1,1
08/16/17,MO,Arnold,-90.4,38.4,2
08/16/17,NJ,Bloomingdale,-74.3,41,2
08/16/17,TN,South Fulton,-88.9,36.4,3
08/16/17,IL,Peoria,-89.6,40.8,4
08/16/17,KY,Harrodsburg,-84.8,37.8,2
08/16/17,MO,Branson West,-93.4,36.7,2
08/16/17,IA,Muscatine,-91,41.4,2
08/16/17,PA,Bensalem,-74.9,40.1,2
08/16/17,NS,West Porters Lake,-63.3,44.7,1
08/16/17,PA,Fairfield,-77.4,39.7,1
08/16/17,MI,Ypsilanti,-83.6,42.2,2
08/16/17,GA,Atlanta,-84.4,33.8,3
08/16/17,PA,State College,-77.9,40.8,2
08/16/17,NE,Fremont,-96.5,41.4,1
08/16/17,AR,London,-93.3,35.4,2
08/16/17,ON,Burlington,-79.8,43.3,1
08/16/17,PA,State College,-77.9,40.8,2
08/16/17,AR,Little Rock,-92.5,34.7,1
08/16/17,NJ,Willingboro,-74.9,40,3
08/16/17,CA,Los Osos,-120.8,35.3,2
08/16/17,MN,Andover,-93.3,45.2,2
08/16/17,PA,Lower Burrell,-79.7,40.6,1
08/16/17,NM,Questa,-105.7,36.7,2
08/16/17,IL,Chicago,-87.7,42,1
08/16/17,CA,Winchester,-117.1,33.6,2
08/16/17,NJ,Hackensack,-74,40.9,6
08/16/17,MD,Saint Leonard,-76.5,38.5,4
08/16/17,AL,Mobile,-88,30.7,1
08/16/17,OK,Tulsa,-96,36.2,1
08/16/17,MI,Midland,-84.3,43.6,2
08/16/17,MI,Midland,-84.3,43.6,2
08/15/17,MI,Shelby charter Township,-83.1,42.7,4
08/15/17,IN,Newburgh,-87.4,37.9,3
08/15/17,OK,Owasso,-95.8,36.3,1
08/15/17,ON,Toronto,-79.3,43.7,1
08/15/17,PA,State College,-77.9,40.8,2
08/15/17,VT,Mount Holly,-72.8,43.5,1
08/15/17,WI,Port Edwards,-89.9,44.4,1
08/15/17,MO,St. Louis,-90.3,38.5,1
08/15/17,MO,Salem,-91.7,37.5,1
08/15/17,IL,Moline,-90.5,41.5,1
08/15/17,WI,Milwaukee,-88,43.1,1
08/15/17,OK,Stillwater,-97.1,36.1,1
08/15/17,IN,Hammond,-87.5,41.6,1
08/15/17,KS,Leavenworth,-94.9,39.3,1
08/15/17,IN,Freetown,-86.1,39.1,1
08/15/17,MN,Minneapolis,-93.3,45,2
08/15/17,ON,Leamington,-82.5,42,1
08/15/17,NJ,Bloomingdale,-74.3,41,1
08/15/17,OK,Tulsa,-96,36.1,3
08/15/17,NY,Harrisville,-75.3,44.2,1
08/15/17,GA,Tucker,-84.2,33.9,1
08/15/17,NB,Newcastle Creek,-66,46.1,12
08/15/17,MI,Rockford,-85.6,43.1,1
08/15/17,TX,Houston,-95.6,30,3
08/15/17,ON,Saint Catharines,-79.3,43.2,1
08/15/17,ON,Chatham-Kent,-82.2,42.4,5
08/15/17,IL,Evanston,-87.7,42.1,7
08/15/17,NY,Elizaville,-73.8,42.1,1
08/15/17,ON,Rockwood,-80.1,43.6,1
08/15/17,TX,Dallas,-96.7,32.8,1
08/15/17,MO,Kansas City,-94.6,39.1,2
08/15/17,NS,Caledonia,-65,44.4,1
08/15/17,NH,Jackson,-71.2,44.3,2
08/15/17,TX,Dallas,-96.7,32.8,1
08/15/17,MO,Kirkwood,-90.4,38.6,3
08/15/17,NC,Hillsborough,-79,36.2,2
08/15/17,NC,Deep Gap,-81.5,36.2,1
08/15/17,ON,Wheatley,-82.5,42.2,6
08/15/17,ON,Pickering,-79.1,43.9,8
08/15/17,MB,Winnipeg,-97.2,49.9,1
08/15/17,FL,Oviedo,-81.2,28.7,1
08/15/17,MD,Middletown,-77.6,39.4,2
08/15/17,NC,Mills River,-82.5,35.4,2
08/15/17,OK,Edmond,-97.5,35.7,2
08/15/17,OH,Blacklick,-82.8,40,2
08/15/17,LA,Shreveport,-93.7,32.4,1
08/15/17,CA,Imperial Beach,-117.1,32.6,4
08/15/17,IL,Brussels,-90.5,38.9,10
08/15/17,TN,Townsend,-83.8,35.6,3
08/15/17,IL,Crystal Lake,-88.3,42.2,1
08/15/17,WI,Allenton,-88.4,43.4,1
08/15/17,NS,West Porters Lake,-63.3,44.7,1
08/15/17,MA,Plymouth,-70.7,41.8,10
08/15/17,ON,Deep River,-77.5,46.1,1
08/15/17,ON,Burlington,-79.8,43.3,1
08/15/17,ON,Burlington,-79.8,43.3,1
08/15/17,MI,Wallace,-87.7,45.2,11
08/15/17,CT,Clinton,-72.5,41.3,2
08/15/17,ME,York,-70.7,43.1,1
08/14/17,CT,Clinton,-72.5,41.3,3
08/14/17,AB,Monarch,-113.1,49.7,1
08/14/17,IN,Ogden Dunes,-87.2,41.6,1
08/14/17,OH,Loveland,-84.3,39.2,2
08/14/17,OH,Loveland,-84.3,39.3,1
08/14/17,KS,Alton,-99,39.5,1
08/14/17,WI,Kewaunee,-87.5,44.4,2
08/14/17,MD,Dundalk,-76.5,39.3,2
08/14/17,QC,Morin-Heights,-74.2,45.9,1
08/14/17,NY,Oswego,-76.4,43.4,7
08/14/17,TX,Corpus Christi,-97.4,27.8,1
08/14/17,ON,Burk's Falls,-79.3,45.7,1
08/14/17,MI,Big Rapids,-86.3,41.8,3
08/14/17,IN,Newburgh,-87.4,37.9,2
08/14/17,NY,Valley Stream,-73.7,40.7,2
08/14/17,OK,Oklahoma City,-97.5,35.5,2
08/14/17,OK,Broken Arrow,-95.8,36,4
08/14/17,NS,Herring Cove,-63.6,44.5,1
08/14/17,OK,Enid,-97.9,36.4,1
08/14/17,MN,Foley,-93.8,45.6,1
08/14/17,IL,Chicago,-87.6,41.9,1
08/14/17,MN,Waconia,-93.8,44.8,1
08/14/17,KS,Claflin,-98.6,38.4,3
08/14/17,NJ,Manalapan Township,-74.3,40.3,2
08/14/17,QC,Mont-Blanc,-74.5,46.1,2
08/14/17,OR,Prairie city,-118.7,44.5,1
08/14/17,NB,Newcastle Creek,-66,46.1,4
08/14/17,ON,Chatham-Kent,-82.2,42.4,4
08/14/17,OK,Broken Arrow,-95.8,36,3
08/14/17,ON,Toronto,-79.4,43.7,1
08/14/17,MN,Andover,-93.3,45.2,3
08/14/17,NJ,Dunellen,-74.5,40.6,2
08/14/17,MA,Stoughton,-71.1,42.1,2
08/14/17,MN,Minneapolis,-93.3,44.9,2
08/14/17,OK,Tulsa,-96,36.2,1
08/14/17,OK,Jenks,-96,36,1
08/14/17,MO,Nixa,-93.2,37.1,3
08/14/17,TX,Houston,-95.4,29.8,1
08/14/17,QC,Beloeil,-73.2,45.6,1
08/14/17,ON,London,-81.2,43,2
08/14/17,ON,Kingston,-76.5,44.3,1
08/14/17,IN,Fort Wayne,-85.1,41,1
08/14/17,OK,Edmond,-97.5,35.7,3
08/14/17,IN,Valparaiso,-87.1,41.6,1
08/14/17,VT,Richmond,-73,44.4,4
08/14/17,NM,Los Alamos,-106.3,35.9,1
08/14/17,NJ,Bloomingdale,-74.3,41,1
08/14/17,TN,Ashland City,-87.1,36.3,1
08/14/17,TX,Houston,-95.6,30,1
08/14/17,ON,Midland,-79.9,44.7,5
08/14/17,ON,Kingston,-76.4,44.3,2
08/14/17,OK,Tulsa,-96,36.1,2
08/14/17,AL,Somerville,-86.8,34.6,6
08/14/17,ON,Pickering,-79.1,43.9,8
08/14/17,KS,Wichita,-97.2,37.7,1
08/14/17,IL,Crystal Lake,-88.4,42.2,1
08/14/17,NC,Waynesville,-83,35.5,2
08/14/17,IL,Peoria,-89.6,40.8,2
08/14/17,IL,Crystal Lake,-88.3,42.2,1
08/14/17,OK,Tulsa,-95.9,36.2,6
08/14/17,WI,Allenton,-88.4,43.4,1
08/14/17,ON,Muirkirk,-81.7,42.5,100
08/14/17,ON,Chatham-Kent,-81.8,42.5,100
08/14/17,FL,Sanford,-81.3,28.8,2
08/14/17,ON,Burlington,-79.8,43.3,1
08/14/17,CA,Rancho Santa Fe,-117.2,33,2
08/14/17,GA,Buford,-83.9,34.1,1
08/14/17,PA,Fairless Hills,-74.9,40.2,1
08/14/17,PA,Fairless Hills,-74.9,40.2,1
08/14/17,IN,Poland,-86.9,39.3,4
08/14/17,IA,Ames,-93.6,42,5
08/13/17,OK,Bixby,-95.9,36,1
08/13/17,KS,Perry,-95.4,39.1,2
08/13/17,OK,Oklahoma City,-97.5,35.5,1
08/13/17,NJ,Hackensack,-74,40.9,2
08/13/17,GUA,AcÃ¡mbaro,-100.7,20,2
08/13/17,ON,Newmarket,-79.5,44.1,2
08/13/17,CA,Los Angeles,-118.2,34.1,1
08/13/17,ON,Waubaushene,-79.7,44.8,5
08/13/17,ON,Erin,-80.1,43.8,1
08/13/17,PA,Horsham,-75.1,40.2,3
08/13/17,ON,Southampton,-81.4,44.5,7
08/13/17,PA,Conestoga,-76.3,39.9,1
08/13/17,ON,Toronto,-79.4,43.7,5
08/13/17,ON,Toronto,-79.4,43.6,2
08/13/17,CT,Hamden,-72.9,41.4,3
08/13/17,OK,Tulsa,-96,36.1,2
08/13/17,IN,Newburgh,-87.4,37.9,2
08/13/17,IN,Newburgh,-87.4,37.9,5
08/13/17,IN,Newburgh,-87.4,37.9,2
08/13/17,OK,Enid,-97.9,36.4,1
08/13/17,ON,Guelph,-80.3,43.5,1
08/13/17,ON,Toronto,-79.4,43.7,1
08/13/17,MD,Crofton,-76.7,39,2
08/13/17,CA,McKinleyville,-124.1,40.9,1
08/13/17,IL,Carbondale,-89.2,37.7,1
08/13/17,IN,Fairbanks,-87.6,39.2,5
08/13/17,IL,Evanston,-87.7,42,2
08/13/17,PA,Ambler,-75.2,40.2,1
08/13/17,IL,Moline,-90.5,41.5,3
08/13/17,MN,Waconia,-93.8,44.8,1
08/13/17,NJ,Cranford,-74.3,40.7,2
08/13/17,NJ,Medford,-74.8,39.9,1
08/13/17,NY,,-73.8,40.8,1
08/13/17,IA,Oelwein,-91.9,42.7,2
08/13/17,IL,Crystal Lake,-88.4,42.2,3
08/13/17,OK,Edmond,-97.6,35.7,2
08/13/17,QC,Morin-Heights,-74.2,45.9,8
08/13/17,MI,Oscoda Township,-83.3,44.4,2
08/13/17,TX,Houston,-95.6,30,2
08/13/17,MO,Pacific,-90.7,38.4,2
08/13/17,TX,Denton,-97.1,33.2,3
08/13/17,ON,Chatham-Kent,-82.2,42.4,2
08/13/17,NJ,Spring Lake,-74,40.2,2
08/13/17,PA,Erie,-80.1,42,1
08/13/17,ON,Burlington,-79.8,43.3,1
08/13/17,PA,State College,-77.9,40.8,8
08/13/17,PA,State College,-77.9,40.8,1
08/13/17,MO,Columbia,-92.3,38.9,2
08/13/17,NM,Albuquerque,-106.7,35,9
08/13/17,ON,Toronto,-79.4,43.7,1
08/13/17,IL,Galesburg,-90.4,41,1
08/13/17,OK,Duncan,-98,34.5,1
08/13/17,VA,Potomac Falls,-77.4,39,1
08/13/17,KS,Overland Park,-94.6,38.9,2
08/13/17,MI,Midland,-84.2,43.6,1
08/13/17,NH,Deerfield,-71.2,43.1,1
08/13/17,NY,,-74,40.7,1
08/13/17,VT,Huntington,-73,44.3,1
08/13/17,NB,Cumberland Bay,-65.9,46,1
08/13/17,TX,Corpus Christi,-97.4,27.8,1
08/13/17,VA,Springfield,-77.2,38.8,2
08/13/17,OK,Pawhuska,-96.3,36.7,2
08/13/17,MD,Middletown,-77.6,39.4,3
08/13/17,QC,Dunham,-72.8,45.1,1
08/13/17,IL,Crystal Lake,-88.3,42.2,3
08/13/17,MD,North Potomac,-77.3,39.1,1
08/13/17,NJ,Galloway,-74.4,39.5,17
08/13/17,VA,Roanoke,-80,37.3,1
08/13/17,VA,Roanoke,-80,37.3,1
08/13/17,AL,Munford,-86,33.5,1
08/13/17,MN,Andover,-93.3,45.2,1
08/13/17,QC,Sainte-ThÃ©rÃ¨se,-73.9,45.7,1
08/13/17,QC,Sainte-ThÃ©rÃ¨se,-73.8,45.6,1
08/13/17,PA,State College,-77.9,40.8,1
08/13/17,VA,Blue Ridge,-79.8,37.4,1
08/13/17,KS,Bluff City,-97.9,37.1,2
08/13/17,ON,Kingston,-76.5,44.3,1
08/13/17,MN,Minneapolis,-93.3,45,1
08/13/17,NY,Indian Lake,-74.3,43.8,1
08/13/17,ON,Pickering,-79.1,43.8,2
08/13/17,ON,King City,-79.7,43.9,2
08/13/17,ON,Huntsville,-79.2,45.4,1
08/13/17,MD,Colora,-76.1,39.7,1
08/13/17,IN,Hartford City,-85.4,40.5,2
08/13/17,ON,Pickering,-79.1,43.9,3
08/13/17,PA,State College,-77.9,40.8,1
08/13/17,WI,Allenton,-88.4,43.4,1
08/13/17,OH,Oxford,-84.7,39.5,1
08/13/17,MD,Towson,-76.6,39.4,1
08/13/17,NY,Erieville,-75.7,42.9,1
08/13/17,IL,Antioch,-88.1,42.5,1
08/13/17,ON,Ottawa,-75.7,45.4,1
08/13/17,NJ,Flemington,-74.9,40.5,2
08/13/17,NC,Lake Norman of Catawba,-81,35.6,21
08/13/17,NJ,Atlantic City,-74.4,39.4,2
08/13/17,IL,Chicago,-87.7,42,1
08/13/17,AR,Springdale,-94.1,36.2,1
08/13/17,NY,New York,-74,40.7,1
08/12/17,MA,Marblehead,-70.9,42.5,1
08/12/17,NY,Fayetteville,-76.1,43,4
08/12/17,VT,Newfane,-72.7,43,1
08/12/17,ON,Toronto,-79.4,43.6,2
08/12/17,ON,Toronto,-79.4,43.6,1
08/12/17,ON,Toronto,-79.4,43.7,1
08/12/17,VA,Burke,-77.3,38.8,1
08/12/17,MN,Blaine,-93.2,45.2,2
08/12/17,MN,Blaine,-93.2,45.2,1
08/12/17,PA,New Hope,-75,40.4,2
08/12/17,PA,Fairfield,-77.4,39.8,1
08/12/17,TX,Graham,-98.6,33.1,1
08/12/17,WI,Waupaca,-89.1,44.4,5
08/12/17,MI,Sterling Heights,-83,42.6,1
08/12/17,NE,Wood River,-98.6,40.7,2
08/12/17,NE,Hastings,-98.4,40.6,1
08/12/17,IN,Newburgh,-87.4,37.9,1
08/12/17,ON,Kitchener,-80.4,43.4,1
08/12/17,PA,Philadelphia,-75.2,39.9,1
08/12/17,AB,Calgary,-114.1,50.9,3
08/12/17,MO,St. Louis,-90.3,38.5,1
08/12/17,QC,Mont-Blanc,-74.5,46.1,1
08/12/17,KY,Louisville,-85.7,38.2,1
08/12/17,KS,Overland Park,-94.7,39,4
08/12/17,VA,Burke,-77.3,38.8,2
08/12/17,ON,Toronto,-79.2,43.8,3
08/12/17,NY,,-73.8,40.7,1
08/12/17,MB,East st Pail,-97,50,2
08/12/17,MD,Crofton,-76.7,39,1
08/12/17,MO,Kirkwood,-90.4,38.6,2
08/12/17,IL,Evanston,-87.7,42,2
08/12/17,NH,Jackson,-71.3,44.3,1
08/12/17,WI,Mequon,-87.9,43.2,3
08/12/17,IN,Greenfield,-85.7,39.7,1
08/12/17,ON,Chatham-Kent,-82.2,42.4,3
08/12/17,WI,Mequon,-88,43.2,4
08/12/17,TN,Murfreesboro,-86.4,35.8,1
08/12/17,MA,Middleton,-71,42.6,1
08/12/17,KS,Belleville,-97.6,39.8,1
08/12/17,KS,Belleville,-97.6,39.8,2
08/12/17,CT,Madison,-72.6,41.3,2
08/12/17,NY,Melrose,-73.6,42.8,2
08/12/17,NC,Charlotte,-80.8,35.2,1
08/12/17,TX,Houston,-95.6,30,3
08/12/17,WI,Allenton,-88.4,43.4,2
08/12/17,NY,Barrytown,-73.9,42,1
08/12/17,IL,Moline,-90.5,41.5,3
08/12/17,MO,Arnold,-90.4,38.4,1
08/12/17,OK,Broken Arrow,-95.7,36.1,1
08/12/17,MI,St. Johns,-84.6,43,4
08/12/17,PA,Centre Hall,-77.7,40.8,1
08/12/17,PA,Bellefonte,-77.8,40.8,1
08/12/17,IL,Galesburg,-90.4,41,1
08/12/17,KS,Atchison,-95.1,39.6,2
08/12/17,KS,Scott City,-100.9,38.7,2
08/12/17,KS,Olathe,-94.9,38.9,1
08/12/17,MN,Annandale,-94.1,45.2,1
08/12/17,MN,South Haven,-94.2,45.2,1
08/12/17,WY,Yellowstone National Park,-110.4,44.9,1
08/12/17,MD,Middletown,-77.6,39.4,1
08/12/17,MI,Rockford,-85.5,43.1,1
08/12/17,NH,Hudson,-71.4,42.7,1
08/12/17,MN,Bloomington,-93.2,44.9,15
08/12/17,VA,Roanoke,-80,37.3,1
08/12/17,ON,Leamington,-82.5,42,14
08/12/17,KS,Manhattan,-96.6,39.2,1
08/12/17,MN,Andover,-93.3,45.2,1
08/12/17,ON,Campbellford,-77.8,44.3,1
08/12/17,ME,Stonington,-68.7,44.2,1
08/12/17,AR,Ozark,-93.8,35.4,1
08/12/17,PA,Philadelphia,-75.2,40,1
08/12/17,RI,Little Compton,-71.2,41.5,2
08/12/17,ON,Lakeside,-81,43.2,1
08/12/17,IN,Fort Wayne,-85.1,41,1
08/12/17,MO,Hazelwood,-90.4,38.8,1
08/12/17,MN,Minneapolis,-93.3,44.9,1
08/12/17,NH,Grantham,-72.1,43.5,1
08/12/17,IL,Peoria,-89.6,40.7,5
08/12/17,ON,Petawawa,-77.3,45.9,1
08/12/17,MD,Towson,-76.6,39.4,1
08/12/17,IL,Rockford,-89,42.2,1
08/12/17,MI,Ada,-85.5,43,2
08/12/17,ON,Newmarket,-79.5,44.1,1
08/12/17,PA,Wyalusing,-76.2,41.7,5
08/12/17,IN,Vevay,-85.1,38.7,1
08/12/17,IL,Lockport,-88.1,41.6,1
08/12/17,SC,Greenville,-82.5,34.9,1
08/12/17,CT,Southbury,-73.2,41.5,1
08/12/17,MI,Grand Haven charter township,-86.2,43,4
08/11/17,ON,Point Au Batil,-80.4,45.6,1
08/11/17,NY,Warrensburg,-73.8,43.5,1
08/11/17,MD,Colora,-76.1,39.7,2
08/11/17,NS,Pleasantville,-64.4,44.3,1
08/11/17,MN,New Brighton,-93.2,45,3
08/11/17,MN,Coon Rapids,-93.3,45.1,1
08/11/17,MN,Saint Anthony,-93.2,45,1
08/11/17,PA,New Hope,-75,40.4,1
08/11/17,PA,New Hope,-75,40.4,1
08/11/17,TX,Bulverde,-98.5,29.8,5
08/11/17,MN,Minneapolis,-93.2,45,1
08/11/17,KY,Perryville,-85,37.7,25
08/11/17,MD,Baldwin,-76.5,39.5,1
08/11/17,TX,Menard,-99.8,30.9,1
08/11/17,TX,Spring Branch,-98.5,29.8,5
08/11/17,OK,Tulsa,-96,36.1,1
08/11/17,ON,Ottawa,-75.8,45.4,1
08/11/17,DC,Washington,-77,38.9,1
08/11/17,KS,Topeka,-95.6,39.1,1
08/11/17,WI,De Pere,-88,44.4,1
08/11/17,MO,Nixa,-93.2,37.1,1
08/11/17,IL,Moline,-90.5,41.5,1
08/11/17,KS,Olathe,-94.8,38.9,3
08/11/17,ON,Whitchurch-Stouffville,-79.2,44,2
08/11/17,WI,Mequon,-87.9,43.3,2
08/11/17,NH,Jackson,-71.2,44.3,1
08/11/17,NY,Oswego,-76.5,43.4,1
08/11/17,OK,Tulsa,-96,36.2,2
08/11/17,IL,Evanston,-87.7,42,1
08/11/17,ON,Chatham-Kent,-82.2,42.4,1
08/11/17,MO,Pacific,-90.8,38.6,1
08/11/17,MN,Barnesville,-96.4,46.7,64
08/11/17,ON,Ottawa,-75.7,45.4,2
08/11/17,NY,Melrose,-73.6,42.8,1
08/11/17,MD,Middletown,-77.6,39.4,1
08/11/17,TN,Morristown,-83.3,36.2,2
08/11/17,MO,St. Louis,-90.2,38.6,1
08/11/17,QC,Laval,-73.7,45.6,1
08/11/17,VT,Newfane,-72.7,43,1
08/11/17,PA,North Wales,-75.2,40.2,1
08/11/17,IN,Newburgh,-87.4,37.9,1
08/11/17,ON,Toronto,-79.3,43.7,2
08/11/17,IL,Chicago,-87.7,42,2
08/11/17,PA,Bellefonte,-77.8,40.9,1
08/11/17,ID,Meridian,-116.4,43.6,2
08/11/17,QC,Mont-Blanc,-74.5,46.1,1
08/11/17,ON,,-78.7,45.2,1
08/11/17,MO,Kirkwood,-90.4,38.6,1
08/11/17,MN,Blaine,-93.2,45.2,1
08/11/17,TX,Houston,-95.6,30,1
08/11/17,MD,Pikesville,-76.8,39.4,1
